,Unnamed: 0,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeHitWoodwork,awayHitWoodwork,homeCounterAttack,awayCounterAttack,homeCounterAttackShot,awayCounterAttackShot,homeCounterAttackGoal,awayCounterAttackGoal,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
257,3190,10385363,2,9,5,1,0,0,6.9,9,15.0,0.4,6.93,5,21.0,2.2,1.73,0.55,0.0,0.0,53.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,8.0,11.0,5.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,1.0,213.0,193.0,174.0,153.0,26.0,17.0,16.0,9.0,13.0,7.0,3.0,3.0,5.0,4.0,4.0,0.0,57.0,62.0,20.0,13.0,6.0,7.0,7.0,2.0,4.0,2.0,10.0,11.0,30,38,3,4,0,1
258,3206,10385378,6,11,3,0,0,1,6.81,8,18.0,1.4,6.88,13,13.0,1.2,1.15,0.89,0.0,0.0,56.0,4.0,4.0,4.0,2.0,3.0,2.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,8.0,11.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,4.0,225.0,174.0,196.0,137.0,23.0,36.0,17.0,17.0,12.0,14.0,4.0,6.0,5.0,5.0,2.0,3.0,57.0,51.0,16.0,24.0,8.0,8.0,2.0,9.0,1.0,2.0,8.0,10.0,43,48,0,0,0,0
259,3222,10385373,12,4,4,2,1,0,6.93,9,16.0,1.4,6.74,19,9.0,0.2,0.69,1.48,0.0,0.0,70.0,3.0,3.0,3.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,12.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,6.0,2.0,2.0,364.0,160.0,299.0,107.0,38.0,26.0,22.0,5.0,17.0,5.0,5.0,2.0,12.0,6.0,4.0,2.0,100.0,72.0,17.0,24.0,4.0,5.0,7.0,12.0,4.0,7.0,3.0,17.0,44,34,1,1,1,2
260,3238,10385377,8,9,3,2,0,1,6.79,13,13.0,1.4,6.79,16,12.0,1.0,0.65,0.23,0.0,0.0,51.0,3.0,0.0,3.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,9.0,6.0,7.0,9.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,208.0,205.0,152.0,154.0,23.0,22.0,7.0,7.0,11.0,7.0,1.0,2.0,12.0,4.0,5.0,2.0,85.0,76.0,31.0,25.0,11.0,5.0,6.0,12.0,1.0,3.0,13.0,14.0,7,45,1,1,0,0
261,3254,10385364,9,4,2,2,2,0,6.98,2,28.0,2.6,6.72,20,9.0,1.0,0.81,0.39,0.0,0.0,72.0,2.0,1.0,3.0,2.0,5.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,12.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,306.0,119.0,270.0,80.0,14.0,24.0,9.0,10.0,12.0,3.0,3.0,2.0,4.0,5.0,0.0,2.0,64.0,54.0,17.0,25.0,6.0,6.0,5.0,12.0,6.0,2.0,3.0,14.0,42,14,1,5,0,0
262,3270,10385360,12,5,3,2,1,0,6.87,6,20.0,1.6,6.88,12,14.0,2.0,0.71,0.14,0.0,0.0,55.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,12.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,271.0,213.0,229.0,170.0,19.0,35.0,8.0,16.0,10.0,7.0,3.0,1.0,3.0,6.0,2.0,2.0,59.0,67.0,22.0,23.0,6.0,8.0,8.0,6.0,5.0,2.0,9.0,11.0,35,37,1,1,0,0
263,3286,10385376,5,10,5,2,3,1,6.91,7,21.0,1.6,7.0,2,31.0,2.6,0.19,0.81,0.0,0.0,39.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,10.0,9.0,7.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,163.0,258.0,123.0,223.0,31.0,24.0,12.0,14.0,8.0,10.0,1.0,0.0,6.0,5.0,2.0,5.0,66.0,62.0,23.0,25.0,8.0,3.0,6.0,7.0,4.0,2.0,8.0,9.0,38,42,0,0,0,1
264,3367,10385384,4,2,0,1,0,0,6.77,15,12.0,0.6,6.71,14,13.0,0.8,0.86,1.1,0.0,0.0,61.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,11.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,245.0,155.0,208.0,116.0,17.0,23.0,10.0,10.0,19.0,9.0,1.0,1.0,5.0,12.0,2.0,6.0,71.0,69.0,29.0,24.0,9.0,5.0,12.0,6.0,4.0,3.0,10.0,18.0,34,60,1,4,2,3
265,3383,10385388,4,9,4,1,5,4,6.7,20,9.0,1.0,6.81,11,15.0,1.0,0.74,0.95,0.0,0.0,37.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,8.0,13.0,15.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,167.0,273.0,124.0,219.0,34.0,35.0,11.0,16.0,3.0,8.0,0.0,2.0,9.0,3.0,8.0,1.0,64.0,70.0,25.0,22.0,5.0,7.0,7.0,6.0,3.0,0.0,6.0,9.0,14,50,1,2,1,2
266,3399,10385374,3,8,8,0,0,0,6.77,19,10.0,0.8,6.92,8,18.0,0.8,0.96,0.79,0.0,0.0,30.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,6.0,7.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,144.0,337.0,112.0,305.0,21.0,18.0,6.0,10.0,2.0,7.0,0.0,1.0,4.0,8.0,2.0,3.0,45.0,54.0,18.0,21.0,3.0,4.0,11.0,6.0,4.0,1.0,7.0,4.0,3,30,2,2,2,3
267,3415,10385390,7,8,5,2,2,3,6.89,13,14.0,0.8,6.81,18,11.0,1.4,0.57,1.22,0.0,0.0,46.0,1.0,4.0,4.0,5.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,11.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,10.0,3.0,1.0,236.0,279.0,200.0,244.0,28.0,28.0,16.0,12.0,9.0,8.0,4.0,3.0,5.0,6.0,2.0,3.0,59.0,56.0,23.0,14.0,10.0,1.0,7.0,6.0,9.0,9.0,12.0,3.0,48,31,0,0,1,2
268,3431,10385385,17,0,3,12,0,0,7.16,2,29.0,2.4,6.84,7,19.0,1.6,0.93,0.79,0.0,0.0,73.0,4.0,1.0,3.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,7.0,5.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,365.0,134.0,338.0,103.0,18.0,22.0,14.0,13.0,13.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,51.0,42.0,12.0,18.0,2.0,5.0,5.0,9.0,2.0,5.0,1.0,10.0,17,43,1,2,1,1
269,3447,10385379,3,13,4,1,2,0,6.79,17,12.0,0.8,6.9,5,23.0,2.2,0.44,0.39,0.0,0.0,49.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,8.0,10.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,243.0,239.0,207.0,200.0,31.0,32.0,17.0,21.0,4.0,15.0,1.0,2.0,3.0,12.0,2.0,6.0,48.0,64.0,22.0,15.0,7.0,3.0,8.0,5.0,8.0,7.0,15.0,4.0,40,35,2,3,1,1
270,3463,10385375,2,12,6,1,2,4,6.96,4,26.0,1.8,6.94,10,16.0,1.2,0.34,0.66,0.0,0.0,36.0,2.0,4.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,10.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,214.0,384.0,167.0,335.0,28.0,40.0,9.0,23.0,4.0,9.0,0.0,2.0,5.0,8.0,2.0,3.0,78.0,73.0,17.0,23.0,5.0,5.0,6.0,9.0,5.0,4.0,10.0,6.0,33,44,0,1,2,2
271,3479,10385371,5,10,5,1,3,1,6.78,18,12.0,1.0,6.99,4,24.0,2.6,0.8,0.57,0.0,0.0,51.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,202.0,195.0,141.0,128.0,45.0,36.0,20.0,16.0,11.0,9.0,1.0,4.0,7.0,8.0,6.0,1.0,90.0,93.0,28.0,17.0,6.0,6.0,12.0,6.0,6.0,1.0,15.0,13.0,45,39,0,1,1,4
272,3495,10385372,7,6,7,1,1,1,6.87,14,14.0,1.4,6.82,11,16.0,2.0,0.17,0.7,0.0,0.0,38.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,199.0,347.0,158.0,306.0,25.0,28.0,12.0,13.0,7.0,7.0,1.0,1.0,4.0,10.0,2.0,5.0,63.0,65.0,20.0,20.0,7.0,4.0,8.0,7.0,7.0,1.0,8.0,6.0,37,7,1,1,1,2
273,3511,10385383,2,2,0,2,2,0,7.15,2,32.0,2.4,6.8,11,16.0,1.2,0.78,0.39,0.0,0.0,74.0,2.0,4.0,4.0,1.0,9.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,12.0,4.0,2.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,11.0,4.0,3.0,1.0,320.0,115.0,271.0,64.0,16.0,35.0,10.0,11.0,20.0,5.0,8.0,1.0,8.0,3.0,4.0,1.0,75.0,64.0,21.0,21.0,11.0,11.0,4.0,6.0,1.0,3.0,7.0,23.0,17,50,1,1,1,2
274,3592,10385393,3,13,3,0,0,0,6.76,20,10.0,0.8,7.0,1,34.0,2.6,0.19,0.43,0.0,0.0,30.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,137.0,314.0,103.0,288.0,21.0,18.0,7.0,13.0,6.0,14.0,0.0,3.0,6.0,11.0,3.0,4.0,57.0,58.0,23.0,20.0,10.0,7.0,8.0,7.0,4.0,2.0,10.0,3.0,3,42,0,0,0,2
275,3608,10385386,6,7,2,2,1,0,6.69,17,13.0,0.2,6.88,16,14.0,0.8,1.45,0.34,0.0,0.0,38.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,3.0,154.0,254.0,115.0,213.0,18.0,32.0,8.0,18.0,4.0,7.0,3.0,0.0,7.0,6.0,1.0,0.0,67.0,68.0,20.0,29.0,8.0,5.0,8.0,16.0,0.0,3.0,11.0,2.0,60,48,2,3,0,0
276,3624,10385387,10,8,2,1,0,0,6.95,4,26.0,1.2,6.78,12,15.0,1.2,1.03,0.66,0.0,0.0,56.0,4.0,4.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,5.0,1.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,2.0,3.0,285.0,234.0,224.0,175.0,34.0,25.0,16.0,8.0,13.0,2.0,0.0,0.0,8.0,6.0,5.0,2.0,86.0,78.0,22.0,19.0,9.0,6.0,6.0,7.0,4.0,2.0,3.0,12.0,33,34,1,4,2,3
277,3640,10385381,5,12,3,3,1,1,6.97,4,27.0,2.6,6.88,8,21.0,1.0,0.3,0.11,0.0,0.0,57.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,12.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,270.0,209.0,234.0,173.0,20.0,28.0,10.0,15.0,12.0,5.0,3.0,1.0,7.0,3.0,2.0,1.0,62.0,60.0,26.0,19.0,8.0,2.0,12.0,8.0,5.0,3.0,5.0,11.0,39,38,0,1,0,0
278,3656,10385382,10,3,5,1,0,0,6.7,20,10.0,1.0,6.83,11,19.0,2.0,0.21,0.93,0.0,0.0,34.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,10.0,14.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,156.0,315.0,114.0,277.0,21.0,21.0,8.0,8.0,6.0,9.0,0.0,1.0,4.0,5.0,2.0,1.0,61.0,67.0,23.0,17.0,1.0,4.0,13.0,7.0,8.0,6.0,10.0,6.0,14,7,0,1,0,0
279,3672,10385400,12,4,4,1,0,0,6.94,8,19.0,1.8,6.77,18,12.0,1.0,1.41,0.58,0.0,0.0,65.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,11.0,7.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,403.0,210.0,357.0,163.0,22.0,39.0,12.0,13.0,13.0,8.0,4.0,5.0,3.0,5.0,2.0,4.0,68.0,68.0,14.0,13.0,3.0,3.0,6.0,3.0,3.0,8.0,6.0,12.0,44,45,3,3,1,1
280,3688,10385395,6,9,5,6,4,3,6.85,15,14.0,0.8,6.84,14,14.0,2.0,0.66,1.16,0.0,0.0,47.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,15.0,15.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,203.0,232.0,160.0,190.0,23.0,19.0,11.0,12.0,7.0,4.0,2.0,0.0,12.0,8.0,6.0,2.0,66.0,64.0,24.0,18.0,5.0,5.0,9.0,9.0,9.0,7.0,5.0,10.0,37,31,0,0,1,2
281,3704,10385389,1,8,5,0,3,0,6.93,7,21.0,1.4,6.79,15,15.0,1.2,0.31,1.0,0.0,0.0,58.0,1.0,1.0,0.0,1.0,1.0,3.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,15.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,210.0,162.0,179.0,126.0,27.0,21.0,17.0,8.0,14.0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,66.0,52.0,8.0,21.0,1.0,3.0,3.0,11.0,5.0,5.0,4.0,16.0,30,40,1,1,1,2
282,3720,10385399,2,15,3,0,4,0,6.81,9,19.0,1.6,6.87,5,23.0,1.6,0.23,1.88,0.0,0.0,53.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,10.0,6.0,2.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,4.0,2.0,255.0,234.0,203.0,187.0,34.0,28.0,15.0,16.0,12.0,6.0,1.0,3.0,8.0,7.0,4.0,1.0,84.0,71.0,20.0,22.0,5.0,9.0,9.0,8.0,3.0,4.0,3.0,14.0,43,35,0,1,1,2
283,3736,10385397,1,2,3,0,1,2,6.81,10,19.0,1.2,6.94,4,29.0,1.2,1.21,0.24,0.0,0.0,43.0,3.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,12.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,3.0,3.0,187.0,251.0,118.0,206.0,37.0,20.0,16.0,7.0,8.0,8.0,2.0,2.0,5.0,7.0,1.0,6.0,97.0,85.0,27.0,28.0,10.0,11.0,9.0,9.0,5.0,3.0,8.0,15.0,50,33,1,2,0,2
284,3817,10385396,13,3,4,5,1,2,7.01,1,37.0,2.6,6.85,16,14.0,0.6,0.42,0.84,0.0,0.0,72.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,5.0,8.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,344.0,134.0,302.0,89.0,25.0,31.0,8.0,12.0,13.0,7.0,2.0,1.0,5.0,4.0,2.0,0.0,67.0,59.0,24.0,21.0,7.0,11.0,6.0,5.0,1.0,2.0,5.0,14.0,42,37,0,3,1,1
285,3833,10385391,6,7,6,1,2,1,6.87,17,14.0,0.8,6.75,20,10.0,0.2,0.72,0.51,0.0,0.0,59.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,15.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,282.0,194.0,241.0,151.0,28.0,26.0,16.0,9.0,4.0,6.0,1.0,1.0,10.0,7.0,5.0,3.0,66.0,73.0,31.0,20.0,6.0,2.0,10.0,12.0,4.0,5.0,9.0,6.0,48,3,1,1,1,2
286,3849,10385394,4,4,5,0,1,0,6.81,11,19.0,1.8,6.82,10,19.0,1.4,0.17,0.77,0.0,0.0,45.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,8.0,4.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,230.0,283.0,174.0,232.0,34.0,32.0,12.0,17.0,2.0,12.0,0.0,3.0,4.0,4.0,1.0,3.0,78.0,81.0,19.0,24.0,2.0,3.0,8.0,10.0,6.0,6.0,14.0,2.0,7,43,0,0,1,3
287,3865,10385398,5,13,2,1,7,2,6.79,12,18.0,1.8,6.94,7,22.0,1.8,0.7,1.44,0.0,0.0,40.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,7.0,8.0,6.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,201.0,295.0,158.0,255.0,27.0,39.0,9.0,24.0,5.0,9.0,2.0,4.0,4.0,3.0,2.0,1.0,59.0,58.0,14.0,16.0,3.0,4.0,4.0,7.0,4.0,4.0,10.0,5.0,40,44,0,1,2,3
288,3881,10385406,11,7,2,6,5,0,6.86,13,17.0,2.4,6.97,3,30.0,3.0,0.22,1.55,0.0,0.0,47.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,14.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,213.0,245.0,166.0,190.0,18.0,37.0,8.0,22.0,8.0,4.0,2.0,4.0,8.0,16.0,3.0,8.0,75.0,78.0,26.0,26.0,4.0,10.0,14.0,6.0,7.0,7.0,5.0,10.0,31,39,0,0,3,3
289,3897,10385404,7,5,8,0,1,0,6.76,19,12.0,0.8,6.9,7,21.0,1.4,0.46,0.38,0.0,0.0,30.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,154.0,380.0,120.0,340.0,26.0,20.0,6.0,11.0,12.0,6.0,5.0,3.0,9.0,7.0,3.0,2.0,59.0,59.0,24.0,21.0,8.0,9.0,9.0,7.0,6.0,3.0,6.0,7.0,45,30,0,1,2,3
290,3913,10385392,10,4,2,1,0,0,6.88,9,21.0,0.4,6.72,14,16.0,0.6,1.11,0.03,0.0,0.0,69.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,332.0,143.0,297.0,109.0,25.0,20.0,16.0,11.0,8.0,6.0,0.0,0.0,5.0,6.0,2.0,4.0,59.0,60.0,18.0,21.0,2.0,4.0,8.0,7.0,3.0,5.0,9.0,10.0,38,60,2,2,0,0
291,3929,10385401,10,1,2,5,0,0,6.88,5,26.0,2.0,6.71,19,13.0,1.6,0.62,0.08,0.0,0.0,69.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,342.0,148.0,303.0,109.0,22.0,27.0,14.0,10.0,6.0,8.0,1.0,1.0,6.0,7.0,0.0,4.0,57.0,63.0,9.0,23.0,1.0,3.0,7.0,8.0,9.0,5.0,10.0,9.0,35,14,2,3,0,0
292,3945,10385403,6,8,5,0,3,0,6.77,15,15.0,1.2,7.14,3,32.0,1.8,0.06,2.34,0.0,0.0,26.0,0.0,5.0,1.0,9.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,12.0,7.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,13.0,4.0,0.0,142.0,403.0,95.0,359.0,31.0,26.0,7.0,16.0,1.0,7.0,0.0,2.0,2.0,4.0,1.0,3.0,64.0,61.0,13.0,18.0,3.0,3.0,6.0,6.0,3.0,1.0,13.0,2.0,34,17,0,1,1,3
293,3961,10385402,3,5,0,1,5,0,6.83,16,14.0,0.6,6.81,10,20.0,1.2,0.72,0.93,0.0,0.0,65.0,2.0,4.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,9.0,3.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,316.0,182.0,274.0,141.0,33.0,30.0,23.0,13.0,20.0,2.0,5.0,1.0,9.0,5.0,3.0,2.0,76.0,58.0,22.0,27.0,9.0,11.0,7.0,11.0,2.0,3.0,3.0,15.0,37,50,0,0,2,2
294,3977,10385405,14,5,1,6,2,0,6.95,6,25.0,1.8,6.84,13,17.0,1.8,1.06,0.53,0.0,0.0,60.0,1.0,1.0,5.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,12.0,7.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,286.0,197.0,247.0,155.0,34.0,32.0,24.0,10.0,16.0,5.0,2.0,1.0,10.0,9.0,6.0,3.0,71.0,66.0,27.0,18.0,4.0,2.0,10.0,9.0,3.0,2.0,4.0,7.0,44,31,2,2,1,1
295,3993,10385408,4,12,4,0,2,0,6.75,18,13.0,0.8,6.9,5,29.0,2.0,0.32,1.12,0.0,0.0,46.0,1.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,9.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,223.0,260.0,177.0,212.0,28.0,28.0,12.0,13.0,8.0,7.0,2.0,3.0,10.0,7.0,6.0,2.0,71.0,71.0,18.0,20.0,2.0,5.0,7.0,8.0,8.0,6.0,7.0,7.0,3,35,0,0,0,1
